family ID,family name,subfamily name,taxon range,Amborella trichopoda,Arabidopsis thaliana,Brachypodium distachyon,Brassica napus,Brassica rapa subsp. Pekinensis,Capsicum annuum,Chlamydomonas reinhardtii,Citrus sinensis,Cucumis sativus,Erythranthe guttata,Eucalyptus grandis,Glycine max,Gossypium hirsutum,Helianthus annuus,Hordeum vulgare subsp. vulgare,Juglans regia,Lactuca sativa,Manihot esculenta,Medicago truncatula,Musa acuminata subsp. malaccensis,Nelumbo nucifera,Nicotiana tabacum,Oryza sativa,Ostreococcus tauri,Phoenix dactylifera,Physcomitrella patens,Populus trichocarpa,Prunus persica,Ricinus communis,Selaginella moellendorffii,Setaria italica,Solanum lycopersicum,Solanum tuberosum,Sorghum bicolor,Spinacia oleracea,Theobroma cacao,Triticum aestivum,Vitis vinifera,Zea mays,Zostera marina,Caenorhabditis elegans,Danio rerio,Dictyostelium discoideum,Drosophila melanogaster,Escherichia coli,Homo sapiens,Mus musculus,Rattus norvegicus,Saccharomyces cerevisiae,Schizosaccharomyces pombe,GO terms (F),GO terms (P)
PTHR31472,OS05G0244600 PROTEIN,"OS05G0244600 PROTEIN|NUCLEIC ACID-BINDING, OB-FOLD-LIKE PROTEIN|SUBFAMILY NOT NAMED|XH DOMAIN-CONTAINING PROTEIN|OB-FOLD NUCLEIC ACID BINDING DOMAIN CONTAINING PROTEIN|BNAC01G10000D PROTEIN|BNAA03G49260D PROTEIN|EXPRESSED PROTEIN|OS06G0103400 PROTEIN|NUCLEIC ACID-BINDING, OB-FOLD PROTEIN-RELATED|F11M21.26 PROTEIN|BNAA04G19860D PROTEIN|BNAA09G03760D PROTEIN|OS05G0100800 PROTEIN|F5O8.30 PROTEIN|BNAC01G36270D PROTEIN|BNAA09G48050D PROTEIN|BNAA07G09820D PROTEIN|",Eukaryota,1,5,4,22,0,8,1,3,3,5,4,10,9,7,4,6,5,5,7,10,4,10,5,0,6,2,7,4,3,2,4,6,6,3,3,4,9,9,5,3,0,0,1,0,0,0,0,0,0,0,mRNA binding,
PTHR31474,HR-LIKE LESION-INDUCER,HR-LIKE LESION-INDUCER|BNAA08G27830D PROTEIN|BNAA09G16540D PROTEIN|EXPRESSED PROTEIN|SUBFAMILY NOT NAMED|OS04G0181100 PROTEIN|HR-LIKE LESION-INDUCING PROTEIN|NICOTIANA TABACUM ORF|BNAC03G74500D PROTEIN|HR-LIKE LESION-INDUCING PROTEIN-LIKE PROTEIN|BNACNNG17310D PROTEIN|,Viridiplantae,3,6,3,14,0,3,1,2,3,4,1,9,9,5,1,5,6,3,3,5,1,6,3,1,4,3,6,3,3,3,3,3,3,2,1,2,6,2,6,3,0,0,0,0,0,0,0,0,0,0,,
PTHR31476,"PROTEIN WHAT'S THIS FACTOR 1 HOMOLOG, CHLOROPLASTIC","PROTEIN WHAT'S THIS FACTOR 1 HOMOLOG, CHLOROPLASTIC|PORR DOMAIN-CONTAINING PROTEIN|PROTEIN ROOT PRIMORDIUM DEFECTIVE 1|PROTEIN WHAT'S THIS FACTOR 9, MITOCHONDRIAL|",Embryophyta,19,15,17,12,0,17,0,18,16,15,15,29,23,20,15,15,15,19,25,12,14,31,18,0,16,6,22,15,15,22,20,10,15,14,16,19,45,17,18,16,0,0,0,0,0,0,0,0,0,0,RNA binding|mRNA binding|protein binding,Group II intron splicing|RNA splicing|cytochrome complex assembly|lateral root morphogenesis|negative regulation of cell population proliferation|photosynthesis|protein ubiquitination|response to oxidative stress
PTHR31477,CENTROSOMAL PROTEIN OF 44 KDA,CENTROSOMAL PROTEIN OF 44 KDA|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,microtubule binding|protein binding,centriole replication|centriole-centriole cohesion|centrosome cycle
PTHR31479,ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,LIPASE_3 DOMAIN-CONTAINING PROTEIN|ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN|OS07G0586800 PROTEIN|OS01G0666400 PROTEIN|SUBFAMILY NOT NAMED|OS01G0243000 PROTEIN|TRIACYLGLYCEROL LIPASE|GDSL ESTERASE/LIPASE PLANT-LIKE PROTEIN|OS07G0527900 PROTEIN|,Embryophyta,2,9,10,4,0,8,0,3,2,6,7,11,15,9,8,11,7,5,7,5,5,11,10,0,5,9,5,4,2,14,15,5,5,9,5,6,42,5,8,11,0,0,0,0,0,0,0,0,0,0,,
PTHR31480,BIFUNCTIONAL LYCOPENE CYCLASE/PHYTOENE SYNTHASE,"PHYTOENE SYNTHASE, CHLOROPLASTIC|PHYTOENE SYNTHASE 3, CHLOROPLASTIC|15-CIS-PHYTOENE SYNTHASE-RELATED|BIFUNCTIONAL 15-CIS-PHYTOENE SYNTHASE, CHROMOPLASTIC-RELATED|PHYTOENE SYNTHASE 1, CHLOROPLASTIC|PHYTOENE SYNTHASE 2, CHLOROPLASTIC|",Viridiplantae,2,1,3,1,0,4,1,4,3,3,4,9,6,3,3,4,3,3,5,4,2,6,3,2,2,3,8,3,3,2,4,4,5,3,6,3,10,3,5,1,0,0,0,0,0,0,0,0,0,0,geranylgeranyl-diphosphate geranylgeranyltransferase activity|phytoene synthase activity|protein binding,carotenoid biosynthetic process
PTHR31482,ESTS AU081301(E20138),F-BOX DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,3,2,4,0,2,0,3,2,4,3,11,5,4,1,4,3,2,11,5,2,4,2,0,2,3,4,2,2,4,2,2,2,2,2,2,6,2,2,2,0,0,0,0,0,0,0,0,0,0,,
PTHR31485,PEPTIDYL SERINE ALPHA-GALACTOSYLTRANSFERASE,PEPTIDYL SERINE ALPHA-GALACTOSYLTRANSFERASE|HYDROXYPROLINE O-ARABINOSYLTRANSFERASE 3|UNNAMED PRODUCT|HYDROXYPROLINE O-ARABINOSYLTRANSFERASE 1|HYDROXYPROLINE O-ARABINOSYLTRANSFERASE 2|BNAA09G04630D PROTEIN|OS01G0272600 PROTEIN|SUBFAMILY NOT NAMED|BNAC09G43590D PROTEIN|HYDROXYPROLINE O-ARABINOSYLTRANSFERASE RDN1|,Viridiplantae,3,4,4,4,0,4,6,4,4,5,5,11,8,5,6,7,4,5,5,4,6,6,5,5,5,6,7,4,3,7,4,5,4,4,5,4,12,4,5,5,0,0,0,0,0,0,0,0,0,0,hydroxyproline O-arabinosyltransferase activity,
PTHR31490,GLYCOSYL HYDROLASE,"ENDO-1,4-BETA-XYLANASE 1|GH10 DOMAIN-CONTAINING PROTEIN|ENDO-1,4-BETA-XYLANASE 5-RELATED|ENDO-1,4-BETA-XYLANASE 4|OS01G0134900 PROTEIN|OS03G0201400 PROTEIN|ENDO-1,4-BETA-XYLANASE 2|ENDO-1,4-BETA-XYLANASE 3|",Embryophyta,3,11,12,16,0,10,0,5,5,14,15,13,17,8,15,5,7,10,11,7,7,22,13,0,5,2,8,7,9,5,20,10,12,11,6,6,43,6,12,3,0,0,0,0,0,0,0,0,0,0,"endo-1,4-beta-xylanase activity",
PTHR31495,PEROXYGENASE 3-RELATED,PEROXYGENASE 1|INACTIVE PEROXYGENASE-LIKE PROTEIN-RELATED|OS03G0222600 PROTEIN|PEROXYGENASE 4-RELATED|OS02G0734600 PROTEIN|OS06G0254600 PROTEIN|EF-HAND DOMAIN-CONTAINING PROTEIN|EF-HAND CALCIUM-BINDING PROTEIN|ABA-INDUCED PROTEIN|CALEOSIN|CALCIUM ION BINDING PROTEIN|BNAC06G31770D PROTEIN|BNAC07G13170D PROTEIN|BNAC06G24570D PROTEIN|PEROXYGENASE|CALEOSIN-RELATED PROTEIN-RELATED|PEROXYGENASE 2|PEROXYGENASE 3-RELATED|BNAA04G19410D PROTEIN|,Viridiplantae,2,8,10,11,0,6,3,3,3,4,2,11,17,10,10,4,7,8,4,2,5,12,9,0,5,3,4,3,2,6,13,5,7,10,1,3,45,2,10,2,0,0,0,0,0,0,0,0,0,0,ATPase activity|RNA binding|calcium ion binding|enoyl-CoA hydratase activity|heme binding|heme oxygenase (decyclizing) activity|linoleic acid epoxygenase activity|monooxygenase activity|plant seed peroxidase activity|protein homodimerization activity|protein-macromolecule adaptor activity|structural constituent of ribosome,(R)-2-hydroxy-alpha-linolenic acid biosynthetic process|defense response to fungus|drought recovery|endosome organization|fatty acid beta-oxidation|lipid droplet organization|mismatch repair|negative regulation of lipid storage|oxidation-reduction process|oxylipin biosynthetic process|oxylipin metabolic process|regulation of SNARE complex assembly|regulation of reactive oxygen species metabolic process|response to abscisic acid|response to cold|response to desiccation|response to fungus|response to salicylic acid|response to salt stress|seed maturation|stomatal movement|vacuole organization|vesicle docking involved in exocytosis
PTHR31496,TRANSCRIPTION FACTOR KAN2-RELATED,TRANSCRIPTION FACTOR KAN2-RELATED|SANT DOMAIN-CONTAINING PROTEIN|TRANSCRIPTION FACTOR RL9-RELATED|OS08G0160300 PROTEIN|TRANSCRIPTION FACTOR KAN4-RELATED|TRANSCRIPTION REPRESSOR KAN1|TRANSCRIPTION FACTOR KAN3-RELATED|,Embryophyta,3,4,7,8,0,6,0,2,7,4,6,12,9,8,6,8,6,8,5,22,6,14,5,0,10,9,9,4,5,4,12,11,6,7,2,4,21,4,11,9,0,0,0,0,0,0,0,0,0,0,protein binding|transcription regulatory region sequence-specific DNA binding,"abaxial cell fate specification|adaxial/abaxial axis specification|carpel development|inflorescence development|integument development|plant organ morphogenesis|plant ovule development|polarity specification of adaxial/abaxial axis|radial pattern formation|regulation of transcription, DNA-templated|xylem and phloem pattern formation"
PTHR31497,AUTOCRINE PROLIFERATION REPRESSOR PROTEIN A,AUTOCRINE PROLIFERATION REPRESSOR PROTEIN A|SUBFAMILY NOT NAMED|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,GTPase activator activity|chemorepellent activity|peptidase activity|protein binding|signaling receptor binding,activation of GTPase activity|negative chemotaxis|negative regulation of asexual reproduction|protein localization to plasma membrane|regulation of aggregate size involved in sorocarp development|sporulation resulting in formation of a cellular spore
PTHR31499,MYB FAMILY TRANSCRIPTION FACTOR PHL11,PROTEIN PHR1-LIKE 2|MYB-RELATED PROTEIN 2|OS05G0488600 PROTEIN|OS07G0685300 PROTEIN|TRANSCRIPTION FACTOR KAN3-RELATED|HTH MYB-TYPE DOMAIN-CONTAINING PROTEIN|MYB-RELATED PROTEIN 1|MYB FAMILY TRANSCRIPTION FACTOR APL|MYB FAMILY TRANSCRIPTION FACTOR PHL12|MYB_CC_LHEQLE DOMAIN-CONTAINING PROTEIN|OS09G0299000 PROTEIN|DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1-LIKE|HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN|PROTEIN PHR1-LIKE 3|MYB FAMILY TRANSCRIPTION FACTOR PHL11|OS04G0600000 PROTEIN|MYB FAMILY TRANSCRIPTION FACTOR APL-LIKE ISOFORM X1|MYB FAMILY TRANSCRIPTION FACTOR PHL8|BNAA07G24220D PROTEIN|,Embryophyta,7,9,11,22,0,9,0,7,7,14,7,22,25,10,13,10,8,8,8,16,10,24,11,0,12,14,12,7,6,4,15,10,10,10,7,9,25,8,12,5,0,0,0,0,0,0,0,0,0,0,protein binding|sequence-specific DNA binding|transcription regulatory region sequence-specific DNA binding,"cellular response to phosphate starvation|double fertilization forming a zygote and endosperm|phloem development|positive regulation of gene expression|positive regulation of transcription, DNA-templated|regulation of phenylpropanoid metabolic process|xylem development"
PTHR31500,AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 9,AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 1|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 3|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 4|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 6|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 2|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 7|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 14|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 9|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 12-RELATED|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 11|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 8|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 13|AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 10|,Embryophyta,6,16,14,41,0,24,0,10,13,29,12,31,37,23,13,21,21,22,32,24,13,36,12,0,16,7,17,10,11,3,15,26,19,14,9,10,36,10,17,6,0,0,0,0,0,0,0,0,0,0,AT DNA binding|DNA binding|protein binding|protein self-association|sequence-specific DNA binding,xylem and phloem pattern formation|xylem development
PTHR31503,VACUOLAR CALCIUM ION TRANSPORTER,"VACUOLAR CALCIUM ION TRANSPORTER|CATION/H+ EXCHANGER PROTEIN 1-RELATED|SODIUM/CALCIUM EXCHANGER NCL|SUBFAMILY NOT NAMED|SODIUM/CALCIUM EXCHANGER NCL1|SODIUM/CALCIUM EXCHANGER MEMBRANE REGION, EF-HAND DOMAIN PAIR-RELATED|CALCIUM-BINDING EF-HAND FAMILY PROTEIN-RELATED|SODIUM/CALCIUM EXCHANGER FAMILY PROTEIN|ION BINDING PROTEIN, PUTATIVE-RELATED|BNAC06G06210D PROTEIN|BNAA05G14600D PROTEIN|VACUOLAR CATION/PROTON EXCHANGER 1A|VACUOLAR CATION/PROTON EXCHANGER 3|VACUOLAR CATION/PROTON EXCHANGER|VACUOLAR CATION/PROTON EXCHANGER 1|VACUOLAR CATION/PROTON EXCHANGER 4|VACUOLAR CATION/PROTON EXCHANGER 1B|VACUOLAR CATION/PROTON EXCHANGER 4-RELATED|VACUOLAR CATION/PROTON EXCHANGER 5-RELATED|VACUOLAR CATION/PROTON EXCHANGER 2|NA_CA_EX DOMAIN-CONTAINING PROTEIN|",Eukaryota,4,7,8,19,0,7,3,8,6,5,10,21,17,15,6,16,17,9,8,14,8,16,8,0,9,9,8,9,9,8,12,9,7,8,5,8,21,12,11,8,0,2,3,0,0,0,0,0,2,2,calcium ion binding|calcium ion transmembrane transporter activity|calcium:cation antiporter activity|calcium:proton antiporter activity|calcium:sodium antiporter activity|mRNA binding|potassium:proton antiporter activity|protein binding|sodium:proton antiporter activity,cadmium ion transport|calcium ion homeostasis|calcium ion transmembrane transport|calcium ion transport|cellular calcium ion homeostasis|cellular manganese ion homeostasis|cellular response to salt stress|cellular zinc ion homeostasis|cold acclimation|lithium ion transport|manganese ion transport|metal ion transport|neural crest cell development|phosphate ion homeostasis|phosphorus metabolic process|potassium ion transport|proton transmembrane transport|response to auxin|response to calcium ion|response to salt stress|root development|sodium ion transport|transmembrane transport
PTHR31506,BES1/BZR1 HOMOLOG PROTEIN 3-RELATED,BES1/BZR1 HOMOLOG PROTEIN 3|BES1/BZR1 HOMOLOG PROTEIN 2|BES1/BZR1 HOMOLOG PROTEIN 1|PROTEIN BRASSINAZOLE-RESISTANT 2|BES1_N DOMAIN-CONTAINING PROTEIN|PROTEIN BRASSINAZOLE-RESISTANT 1|PROTEIN BZR1 HOMOLOG 2|BES1/BZR1 HOMOLOG PROTEIN 4|,Embryophyta,3,6,5,10,0,7,0,5,4,8,4,12,13,13,5,7,9,10,5,9,3,13,5,0,6,6,11,5,5,9,13,7,7,8,4,6,15,6,8,4,0,0,0,0,0,0,0,0,0,0,DNA binding|DNA-binding transcription factor activity|protein binding,"brassinosteroid mediated signaling pathway|negative regulation of transcription, DNA-templated|plant ovule development|response to brassinosteroid|seed development"
PTHR31509,BPS1-LIKE PROTEIN,"BPS1-LIKE PROTEIN|PROTEIN ROH1|SUBFAMILY NOT NAMED|PUTATIVE (DUF793)-RELATED|BNAC03G65190D PROTEIN|BNAA03G46010D PROTEIN|OS04G0688000 PROTEIN|OS08G0551366 PROTEIN|OS11G0160000 PROTEIN|DUF241 DOMAIN PROTEIN|TRANSLATION INITIATION FACTOR 3 SUBUNIT A, PUTATIVE-RELATED|CARRIER PROTEIN (DUF241)|BNAC03G65380D PROTEIN|BNAC03G61000D PROTEIN|BNAA07G03180D PROTEIN|BNAA07G03190D PROTEIN|DOMAIN PROTEIN, PUTATIVE (DUF241)-RELATED|EXPRESSED PROTEIN|OS12G0164600 PROTEIN|PLANT/F1M20-13 PROTEIN|PLANT/PROTEIN (DUF793)|BNAA06G12890D PROTEIN|BNAC08G49480D PROTEIN|PROTEIN BPS1, CHLOROPLASTIC-LIKE|OS01G0875000 PROTEIN|OS02G0552200 PROTEIN|BYPASS RELATED PROTEIN-RELATED|PROTEIN FAR-RED IMPAIRED RESPONSE 1-LIKE|DUF793 FAMILY PROTEIN|BNAA08G21000D PROTEIN|OS11G0198200 PROTEIN|OS11G0241000 PROTEIN|OSJNBB0004A17.21 PROTEIN|BNAA09G00030D PROTEIN|BNAA09G00040D PROTEIN|BNAA09G00020D PROTEIN|PROTEIN BPS1, CHLOROPLASTIC|BNAA04G26660D PROTEIN|",Embryophyta,8,19,12,33,0,22,0,14,21,32,45,56,78,39,10,24,34,45,33,24,33,45,14,0,18,8,38,24,26,5,18,17,23,13,18,24,29,27,16,7,0,0,0,0,0,0,0,0,0,0,protein binding,cold acclimation|embryo development ending in seed dormancy|mucilage biosynthetic process involved in seed coat development|pollen development|root development|seed coat development|shoot system development
PTHR31513,EPHRIN TYPE-B RECEPTOR,EPHRIN TYPE-B RECEPTOR|EPHRIN_REC_LIKE DOMAIN-CONTAINING PROTEIN|OS04G0182600 PROTEIN|OS05G0185650 PROTEIN|SUBFAMILY NOT NAMED|GLYCINE-RICH PROTEIN|,Embryophyta,2,3,3,3,0,2,0,4,3,3,3,6,7,5,3,6,6,4,3,3,3,8,4,0,3,5,4,3,4,2,4,3,1,3,4,3,9,3,5,3,0,0,0,0,0,0,0,0,0,0,,
PTHR31515,TRANSMEMBRANE PROTEIN-RELATED,TRANSMEMBRANE PROTEIN|SUBFAMILY NOT NAMED|BNAC01G21930D PROTEIN|,Eukaryota,3,3,3,5,0,3,3,5,4,3,4,8,5,5,1,4,7,4,2,5,4,5,4,0,4,4,6,3,3,9,3,3,3,3,3,3,6,7,9,3,0,0,3,0,0,0,0,0,0,0,,pollen exine formation
PTHR31516,STABILIZER OF AXONEMAL MICROTUBULES 2,STABILIZER OF AXONEMAL MICROTUBULES 2|STABILIZER OF AXONEMAL MICROTUBULES 1|PROTEIN CBG12392|PROTEIN CBG10706|AGAP009638-PA|,Eukaryota,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,2,3,0,0,microtubule binding|protein binding,cellular response to cold|cold acclimation|microtubule anchoring|positive regulation of cilium assembly|protein stabilization|wing disc development
PTHR31517,FAMILY NOT NAMED,PEROXIDASE|PEROXIDASE 6|PEROXIDASE 31|PEROXIDASE 63|PEROXIDASE 41|PEROXIDASE 65|PEROXIDASE 50-RELATED|PEROXIDASE 35-RELATED|PEROXIDASE 55|PEROXIDASE 16-RELATED|,Tracheophyta,5,12,10,21,0,11,0,7,9,8,7,19,20,10,13,20,8,10,8,9,9,16,14,0,6,0,11,9,5,24,15,8,8,15,5,10,33,9,17,3,0,0,0,0,0,0,0,0,0,0,histone binding|protein binding,histone H3-K4 methylation
PTHR31521,EXPRESSED PROTEIN,"EXPRESSED PROTEIN|SUBFAMILY NOT NAMED|OS08G0407200 PROTEIN|PROTEIN NARROW LEAF 1|PEPTIDASE S1, PA CLAN-RELATED|BNAA05G08780D PROTEIN|",Embryophyta,3,3,2,3,0,2,0,2,2,2,2,4,6,4,3,4,3,2,2,6,1,4,2,0,4,4,3,2,2,3,2,2,2,2,1,2,7,2,5,2,0,0,0,0,0,0,0,0,0,0,,internode patterning|leaf vascular tissue pattern formation|regulation of leaf development|stem vascular tissue pattern formation
PTHR31524,FAMILY NOT NAMED,PROTEIN CBG10426|,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR31527,RE64534P,DUF1989 DOMAIN-CONTAINING PROTEIN|,LUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
PTHR31528,4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE THI11-RELATED,4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE THI11-RELATED|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,thiamine biosynthetic process
PTHR31529,LOB DOMAIN CONTAINING PROTEIN,LOB DOMAIN-CONTAINING PROTEIN 18|LOB DOMAIN-CONTAINING PROTEIN 16|LOB DOMAIN-CONTAINING PROTEIN|LOB DOMAIN-CONTAINING PROTEIN 17|OS08G0563400 PROTEIN|LOB DOMAIN-CONTAINING PROTEIN 29|LOB DOMAIN-CONTAINING PROTEIN 20|LOB DOMAIN-CONTAINING PROTEIN 33|LOB DOMAIN-CONTAINING PROTEIN 19|LOB DOMAIN-CONTAINING PROTEIN 14|LOB DOMAIN-CONTAINING PROTEIN 30|LOB DOMAIN-CONTAINING PROTEIN 31|,Embryophyta,1,10,8,23,0,7,0,5,8,7,6,19,23,14,7,9,10,11,11,16,11,16,7,0,9,6,10,9,6,1,8,5,7,7,3,6,23,6,9,5,0,0,0,0,0,0,0,0,0,0,promoter-specific chromatin binding|protein binding|protein homodimerization activity,"adventitious root development|callus formation|hormone-mediated signaling pathway|jasmonic acid mediated signaling pathway|lateral root formation|organ boundary specification between lateral organs and the meristem|positive regulation of transcription, DNA-templated|regulation of defense response to fungus|response to jasmonic acid|xylem development"
PTHR31531,E3 UBIQUITIN-PROTEIN LIGASE E3D FAMILY MEMBER,E3 UBIQUITIN-PROTEIN LIGASE E3D|,Eukaryota,1,1,1,1,0,1,0,2,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,3,1,2,1,1,1,1,0,0,1,1,1,1,1,cyclin binding|protein binding|ubiquitin conjugating enzyme binding|ubiquitin protein ligase activity|ubiquitin-like protein conjugating enzyme binding,mRNA polyadenylation|negative regulation of protein ubiquitination|positive regulation of mRNA 3'-end processing|pre-mRNA cleavage required for polyadenylation|proteasome-mediated ubiquitin-dependent protein catabolic process|protein autoubiquitination|protein monoubiquitination|protein polyubiquitination
PTHR31533,GPI-ANCHORED PROTEIN LLG1-RELATED-RELATED,SUBFAMILY NOT NAMED|GPI-ANCHORED PROTEIN LLG1|GPI-ANCHORED PROTEIN LLG2-RELATED|BNAC01G20810D PROTEIN|BNAA08G13810D PROTEIN|GPI-ANCHORED PROTEIN LORELEI|BNAA09G05300D PROTEIN|BNAA01G24970D PROTEIN|BNAA09G05290D PROTEIN|BNAA10G10320D PROTEIN|OS06G0303800 PROTEIN|GPI-ANCHORED PROTEIN|BNAANNG20980D PROTEIN|BNAA10G10330D PROTEIN|GPI-ANCHORED LORELEI-LIKE PROTEIN|,Embryophyta,1,4,3,17,0,5,0,0,3,3,3,6,4,5,4,2,2,3,4,4,5,9,6,0,3,6,5,2,3,5,4,2,4,3,3,2,18,1,4,3,0,0,0,0,0,0,0,0,0,0,protein binding,double fertilization forming a zygote and endosperm|negative regulation of reactive oxygen species biosynthetic process|pollen tube guidance|pollen tube reception|positive regulation of growth|positive regulation of reactive oxygen species biosynthetic process|protein localization to plasma membrane|regulation of pollen tube growth|synergid death
PTHR31535,FAMILY NOT NAMED,APPLE DOMAIN-CONTAINING PROTEIN|,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR31539,CENTROSOMAL PROTEIN OF 19K CEP19,CENTROSOMAL PROTEIN OF 19 KDA|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,protein binding,"cilium assembly|microtubule anchoring at centrosome|vesicle targeting, trans-Golgi to periciliary membrane compartment"
PTHR31540,CENTROSOMAL PROTEIN OF 131 KDA,CENTROSOMAL PROTEIN OF 131 KDA|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,protein binding|protein homodimerization activity|protein-containing complex binding,Kupffer's vesicle development|adult locomotory behavior|axoneme assembly|ciliary basal body-plasma membrane docking|ciliary transition zone assembly|cilium assembly|epithelial cilium movement involved in determination of left/right asymmetry|intraciliary retrograde transport|intraciliary transport|intraciliary transport involved in cilium assembly|intramanchette transport|manchette assembly|melanosome transport|negative regulation of intracellular protein transport|non-motile cilium assembly|peripheral nervous system neuron development|positive regulation of cell population proliferation|positive regulation of intracellular protein transport|protein localization to centrosome|protein localization to ciliary transition zone|regulation of centrosome duplication|sensory perception of light stimulus|sperm axoneme assembly|spermatid development|spermatogenesis
PTHR31541,B3 DOMAIN PLANT PROTEIN-RELATED,"SUBFAMILY NOT NAMED|TF-B3 DOMAIN-CONTAINING PROTEIN|BNAC04G05680D PROTEIN|DOMAIN PROTEIN, PUTATIVE (DUF313)-RELATED|DNA BINDING PROTEIN|BNAANNG20380D PROTEIN|BNAC08G44340D PROTEIN|BNAA04G18270D PROTEIN|BNAA05G11120D PROTEIN|BNAC08G44360D PROTEIN|",Magnoliophyta,15,23,0,39,0,5,0,12,10,21,11,13,14,7,0,1,15,6,12,0,0,8,0,0,0,0,11,16,8,0,0,9,12,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,protein binding,
PTHR31543,DYNEIN REGULATORY COMPLEX SUBUNIT 4,DYNEIN REGULATORY COMPLEX SUBUNIT 4|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,microtubule binding|protein binding|small GTPase binding,axoneme assembly|brain development|cellular protein localization|cilium movement involved in cell motility|cilium movement involved in otolith formation|determination of left/right symmetry|epithelial cilium movement involved in extracellular fluid movement|flagellated sperm motility|muscle cell development|otolith tethering|positive regulation of protein localization to cilium|positive regulation of smoothened signaling pathway|regulation of microtubule binding
PTHR31544,AIG2-LIKE PROTEIN D,AIG2-LIKE PROTEIN D|GGACT DOMAIN-CONTAINING PROTEIN|PROTEIN AIG2 C|AIG2-LIKE PROTEIN C|AIG2-LIKE PROTEIN A-RELATED|PROTEIN AIG2 A-RELATED|,Viridiplantae,1,7,2,8,0,2,1,1,3,1,1,2,3,2,1,1,2,1,1,2,1,3,2,0,1,1,2,1,1,2,2,2,2,2,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,,response to bacterium
